PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, P367
Station name, NewprtAir_OR2007
Begin Date, 2007-02-14
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, P367.pbo.nam08.pos
Offset from source file, 36.11 mm North, 29.35 mm East, -0.38 mm Vertical
Reference position, 44.5852467502 North Latitude, -124.0615707752 East Longitude, 22.93193 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2009-07-07,23.48, 18.60, 0.99, 1.32, 1.04, 4.34, repro,
2009-07-08,23.28, 18.90, 4.30, 1.22, 0.98, 4.08, repro,
2009-07-09,23.10, 18.75, 1.05, 1.31, 1.05, 4.32, repro,
2009-07-10,22.43, 19.10, -2.68, 1.71, 1.34, 5.63, repro,
2009-07-11,23.88, 19.68, -0.68, 1.79, 1.4, 5.92, repro,
2009-07-12,24.85, 20.67, -4.83, 1.76, 1.38, 5.83, repro,
2009-07-13,22.43, 19.71, 1.07, 1.57, 1.25, 5.22, repro,
2009-07-14,23.44, 19.74, 0.19, 1.31, 1.05, 4.36, repro,
2009-07-15,23.28, 18.60, 1.93, 1.31, 1.05, 4.37, repro,
2009-07-16,22.89, 19.35, 1.18, 1.38, 1.1, 4.61, repro,
2009-07-17,22.92, 19.38, 2.53, 1.39, 1.13, 4.68, repro,
2009-07-18,22.87, 20.52, 0.86, 1.52, 1.23, 5.11, repro,
2009-07-19,23.01, 20.00, -3.75, 1.43, 1.16, 4.74, repro,
2009-07-20,22.78, 19.00, 3.43, 1.26, 1.03, 4.21, repro,
2009-07-21,23.32, 19.11, 4.20, 1.26, 1.02, 4.23, repro,
2009-07-22,23.37, 19.47, 7.93, 1.29, 1.05, 4.32, repro,
2009-07-23,24.23, 18.79, 4.64, 1.48, 1.2, 4.94, repro,
2009-07-24,24.12, 19.18, -0.51, 1.75, 1.43, 5.96, repro,
2009-07-25,23.92, 18.85, 3.64, 1.54, 1.24, 5.15, repro,
2009-07-26,25.43, 18.96, 5.78, 1.65, 1.31, 5.52, repro,
2009-07-27,24.58, 18.98, 3.50, 1.53, 1.23, 5.09, repro,
2009-07-28,24.03, 18.30, 7.11, 1.63, 1.31, 5.43, repro,
2009-07-29,24.42, 18.58, 1.27, 1.58, 1.27, 5.27, repro,
2009-07-30,23.87, 19.07, 1.84, 1.62, 1.27, 5.33, repro,
2009-07-31,24.29, 18.46, 4.71, 1.49, 1.19, 4.96, repro,
2009-08-01,23.58, 18.21, 2.09, 1.79, 1.41, 5.94, repro,
2009-08-02,24.05, 18.97, -1.33, 1.86, 1.45, 6.17, repro,
2009-08-03,23.50, 18.80, 1.78, 1.8, 1.41, 5.91, repro,
2009-08-04,24.62, 18.44, 1.90, 1.51, 1.2, 5.03, repro,
2009-08-05,23.71, 18.53, 0.21, 1.41, 1.12, 4.68, repro,
2009-08-06,23.90, 18.67, 5.92, 1.45, 1.15, 4.8, repro,
2009-08-07,24.00, 17.89, 3.89, 1.56, 1.26, 5.19, repro,
2009-08-08,23.51, 18.37, 2.19, 1.93, 1.5, 6.37, repro,
2009-08-09,24.36, 19.27, 0.65, 1.49, 1.17, 4.94, repro,
2009-08-10,24.38, 19.19, 1.43, 1.56, 1.23, 5.16, repro,
2009-08-11,24.08, 19.22, 3.72, 1.5, 1.19, 4.97, repro,
2009-08-12,24.53, 19.42, -0.59, 1.97, 1.5, 6.48, repro,
2009-08-13,25.31, 19.60, 0.73, 1.38, 1.08, 4.56, repro,
2009-08-14,24.47, 19.55, -0.34, 1.32, 1.03, 4.35, repro,
2009-08-15,23.75, 19.70, 2.92, 1.32, 1.03, 4.35, repro,
2009-08-16,24.32, 19.43, 4.20, 1.37, 1.07, 4.5, repro,
2009-08-17,23.66, 19.17, 1.34, 1.29, 1, 4.29, repro,
2009-08-18,24.14, 19.71, 4.22, 1.74, 1.34, 5.66, repro,
2009-08-19,24.24, 18.60, 3.08, 1.38, 1.08, 4.6, repro,
2009-08-20,24.04, 19.53, 5.05, 1.52, 1.17, 4.98, repro,
2009-08-21,24.18, 19.08, 4.73, 1.66, 1.3, 5.49, repro,
2009-08-22,24.91, 19.49, 1.73, 1.57, 1.24, 5.19, repro,
2009-08-23,23.21, 19.52, 7.00, 1.33, 1.06, 4.47, repro,
2009-08-24,24.19, 19.58, 2.23, 1.29, 1.02, 4.29, repro,
2009-08-25,24.75, 19.42, 3.96, 2.14, 1.63, 7.06, repro,
2009-08-26,24.35, 19.68, 1.51, 1.46, 1.15, 4.87, repro,
2009-08-27,24.07, 19.17, 1.33, 1.51, 1.18, 4.98, repro,
2009-08-28,23.76, 18.00, -8.91, 2.27, 1.75, 7.43, repro,
2009-08-29,24.52, 19.16, -0.15, 1.6, 1.3, 5.26, repro,
2009-08-30,22.92, 19.01, 5.66, 1.67, 1.31, 5.39, repro,
2009-08-31,24.04, 18.29, 1.99, 1.49, 1.2, 4.89, repro,
2009-09-01,21.78, 18.82, 7.13, 1.65, 1.33, 5.49, repro,
2009-09-02,23.17, 18.27, 5.59, 1.59, 1.29, 5.28, repro,
2009-09-03,22.39, 19.22, 3.03, 1.77, 1.4, 5.8, repro,
2009-09-04,22.97, 18.53, 1.59, 1.6, 1.29, 5.29, repro,
2009-09-05,23.63, 16.66, 1.00, 2.19, 1.7, 7.27, repro,
2009-09-06,23.36, 17.52, 11.07, 2.43, 1.86, 7.99, repro,
2009-09-07,22.79, 18.17, 0.38, 1.68, 1.32, 5.51, repro,
2009-09-08,23.33, 17.01, 5.08, 1.46, 1.17, 4.85, repro,
2009-09-09,23.57, 16.02, 7.93, 1.98, 1.54, 6.57, repro,
2009-09-10,23.82, 17.69, 2.94, 1.51, 1.21, 5.08, repro,
2009-09-11,23.38, 16.40, 0.93, 1.86, 1.45, 6.15, repro,
2009-09-12,22.36, 16.62, 10.38, 1.49, 1.19, 5, repro,
2009-09-13,23.88, 15.52, 13.67, 2.02, 1.57, 6.73, repro,
2009-09-14,22.41, 17.13, 6.37, 1.81, 1.4, 5.99, repro,
2009-09-15,22.57, 17.84, 5.70, 1.8, 1.39, 5.93, repro,
2009-09-16,22.60, 17.04, 2.95, 2.08, 1.62, 6.92, repro,
2009-09-17,22.80, 17.25, 3.52, 1.55, 1.23, 5.15, repro,
2009-09-18,21.86, 16.42, 2.08, 1.57, 1.26, 5.26, repro,
2009-09-19,23.05, 16.24, 11.07, 1.92, 1.49, 6.31, repro,
2009-09-20,23.65, 16.43, 3.80, 1.42, 1.11, 4.69, repro,
2009-09-21,23.53, 17.78, 0.68, 1.44, 1.12, 4.74, repro,
2009-09-22,23.79, 16.17, 4.33, 1.35, 1.05, 4.41, repro,
2009-09-23,23.42, 16.43, 2.60, 1.24, 0.98, 4.12, repro,
2009-09-24,23.45, 17.12, 3.98, 1.92, 1.47, 6.25, repro,
2009-09-25,23.96, 16.88, 4.17, 1.84, 1.4, 6.01, repro,
2009-09-26,22.81, 17.56, 4.46, 1.98, 1.51, 6.48, repro,
2009-09-27,24.24, 16.99, 3.74, 1.46, 1.13, 4.81, repro,
2009-09-28,23.46, 15.71, 7.66, 1.65, 1.27, 5.39, repro,
2009-09-29,23.94, 16.41, 2.95, 1.82, 1.41, 6, repro,
2009-09-30,23.07, 16.47, 7.34, 1.96, 1.47, 6.38, repro,
2009-10-01,23.98, 17.03, -0.24, 1.4, 1.07, 4.56, repro,
2009-10-02,24.10, 16.34, 4.51, 1.61, 1.23, 5.27, repro,
2009-10-03,23.42, 17.01, 3.13, 1.65, 1.29, 5.47, repro,
2009-10-04,23.89, 17.30, 1.22, 1.46, 1.14, 4.83, repro,
2009-10-05,24.08, 16.47, 3.20, 1.25, 0.98, 4.16, repro,
2009-10-06,24.65, 17.43, 6.05, 1.43, 1.11, 4.74, repro,
2009-10-07,23.84, 16.22, 5.69, 1.36, 1.05, 4.51, repro,
2009-10-08,24.16, 16.74, 5.03, 1.32, 1.03, 4.38, repro,
2009-10-09,24.33, 17.09, 4.59, 1.27, 0.98, 4.21, repro,
2009-10-10,23.35, 17.09, 1.33, 1.29, 1.01, 4.3, repro,
2009-10-11,24.21, 17.34, 5.99, 1.51, 1.17, 5, repro,
2009-10-12,23.59, 16.57, 9.04, 1.35, 1.05, 4.53, repro,
2009-10-13,23.17, 17.39, 11.85, 1.66, 1.29, 5.58, repro,
2009-10-14,25.72, 15.77, 12.42, 2.18, 1.64, 7.2, repro,
2009-10-15,24.40, 18.35, 3.49, 1.85, 1.45, 6.17, repro,
2009-10-16,23.97, 17.89, 3.81, 1.78, 1.4, 5.94, repro,
2009-10-17,23.99, 18.31, 6.79, 2.2, 1.69, 7.35, repro,
2009-10-18,24.42, 17.32, 7.21, 1.53, 1.21, 5.11, repro,
2009-10-19,24.51, 16.94, 5.34, 1.62, 1.3, 5.47, repro,
2009-10-20,23.96, 16.97, 6.03, 1.28, 1.03, 4.3, repro,
2009-10-21,24.25, 18.01, 5.72, 1.86, 1.5, 6.26, repro,
2009-10-22,24.41, 17.56, 2.20, 1.62, 1.31, 5.41, repro,
2009-10-23,25.14, 18.13, 3.45, 1.94, 1.52, 6.44, repro,
2009-10-24,24.56, 18.19, 5.78, 1.49, 1.2, 4.99, repro,
2009-10-25,24.02, 18.33, 9.40, 1.51, 1.21, 5.06, repro,
2009-10-26,25.34, 18.56, 12.95, 2.21, 1.74, 7.31, repro,
2009-10-27,24.70, 16.37, 10.90, 2.13, 1.64, 7.05, repro,
2009-10-28,24.78, 18.66, 3.66, 1.64, 1.29, 5.45, repro,
2009-10-29,24.82, 19.73, 9.40, 1.84, 1.45, 6.11, repro,
2009-10-30,24.18, 18.20, 9.20, 1.46, 1.15, 4.84, repro,
2009-10-31,24.54, 19.57, 6.42, 2.06, 1.6, 6.81, repro,
2009-11-01,25.82, 18.48, 1.58, 1.36, 1.08, 4.52, repro,
2009-11-02,25.52, 18.89, -2.32, 1.44, 1.12, 4.72, repro,
2009-11-03,25.38, 19.07, -2.55, 1.47, 1.15, 4.85, repro,
2009-11-04,24.97, 18.57, 5.05, 1.5, 1.18, 4.99, repro,
2009-11-05,24.47, 19.57, 4.09, 1.85, 1.44, 6.02, repro,
2009-11-06,26.78, 16.26, 10.36, 2.14, 1.65, 7.02, repro,
2009-11-07,26.31, 17.67, 12.71, 1.84, 1.45, 6.11, repro,
2009-11-08,27.92, 19.18, 4.65, 1.98, 1.54, 6.54, repro,
2009-11-09,25.41, 19.58, 3.05, 1.74, 1.37, 5.75, repro,
2009-11-10,27.12, 19.30, 3.35, 1.96, 1.53, 6.45, repro,
2009-11-11,25.33, 18.16, 1.48, 2, 1.56, 6.59, repro,
2009-11-12,26.93, 18.29, 7.78, 1.81, 1.43, 6.06, repro,
2009-11-13,26.12, 18.18, 7.99, 1.71, 1.35, 5.71, repro,
2009-11-14,26.04, 19.23, 5.01, 1.72, 1.36, 5.73, repro,
2009-11-15,25.55, 19.42, 2.65, 1.38, 1.1, 4.63, repro,
2009-11-16,25.53, 19.35, 4.62, 1.66, 1.31, 5.54, repro,
2009-11-17,25.83, 19.64, 10.55, 2.06, 1.56, 6.71, repro,
2009-11-18,25.48, 18.28, 10.57, 1.81, 1.43, 5.97, repro,
2009-11-19,26.72, 18.73, 2.95, 1.66, 1.36, 5.58, repro,
2009-11-20,25.83, 17.86, 3.19, 1.55, 1.27, 5.19, repro,
2009-11-21,25.75, 18.37, 4.78, 1.62, 1.29, 5.43, repro,
2009-11-22,26.27, 18.14, 4.99, 2.12, 1.66, 7.04, repro,
2009-11-23,25.90, 19.84, -1.21, 1.54, 1.23, 5.11, repro,
2009-11-24,25.52, 20.46, -0.08, 1.44, 1.17, 4.83, repro,
2009-11-25,25.54, 19.73, -4.97, 1.44, 1.17, 4.83, repro,
2009-11-26,26.37, 18.20, -2.50, 1.51, 1.22, 5.04, repro,
2009-11-27,26.27, 19.41, 1.48, 1.85, 1.47, 6.15, repro,
2009-11-28,26.63, 19.29, 0.02, 1.34, 1.08, 4.48, repro,
2009-11-29,26.40, 19.60, -11.39, 1.3, 1.05, 4.34, repro,
2009-11-30,26.45, 18.93, -6.01, 1.39, 1.12, 4.61, repro,
2009-12-01,25.60, 19.80, -1.33, 1.55, 1.24, 5.15, repro,
2009-12-02,26.61, 20.86, -4.15, 1.34, 1.08, 4.45, repro,
2009-12-03,26.76, 19.20, -3.60, 1.31, 1.06, 4.37, repro,
2009-12-04,26.46, 19.24, 2.79, 1.36, 1.09, 4.53, repro,
2009-12-05,26.43, 19.64, -1.06, 1.42, 1.14, 4.73, repro,
2009-12-06,26.89, 19.74, -1.66, 1.39, 1.11, 4.61, repro,
2009-12-07,26.48, 19.39, 4.70, 1.36, 1.09, 4.53, repro,
2009-12-08,26.81, 19.58, 1.27, 1.35, 1.08, 4.49, repro,
2009-12-09,26.99, 20.35, 4.77, 1.4, 1.14, 4.73, repro,
2009-12-10,26.39, 19.74, 1.93, 1.31, 1.05, 4.35, repro,
2009-12-11,26.75, 19.54, 2.08, 1.46, 1.21, 4.91, repro,
2009-12-12,27.27, 19.36, 1.49, 1.59, 1.27, 5.32, repro,
2009-12-13,26.17, 18.16, 3.99, 1.42, 1.13, 4.7, repro,
2009-12-14,26.15, 19.71, 3.14, 1.33, 1.05, 4.41, repro,
2009-12-15,25.94, 19.74, 1.55, 1.65, 1.3, 5.44, repro,
2009-12-16,26.11, 20.72, 0.71, 2.19, 1.67, 7.14, repro,
2009-12-17,26.78, 20.59, -2.93, 1.53, 1.2, 5.05, repro,
2009-12-18,25.42, 21.11, -0.09, 1.62, 1.26, 5.3, repro,
2009-12-19,26.31, 20.74, -2.11, 1.59, 1.25, 5.23, repro,
2009-12-20,26.16, 20.15, -4.34, 2.25, 1.73, 7.38, repro,
2009-12-21,26.71, 20.23, 1.94, 1.89, 1.47, 6.22, repro,
2009-12-22,26.28, 20.49, -1.35, 1.6, 1.25, 5.26, repro,
2009-12-23,26.56, 21.22, -4.23, 1.4, 1.09, 4.58, repro,
2009-12-24,26.49, 21.55, -4.57, 1.44, 1.12, 4.71, repro,
2009-12-25,25.82, 20.46, 2.62, 1.36, 1.05, 4.46, repro,
2009-12-26,26.46, 21.03, 1.19, 1.31, 1.02, 4.36, repro,
2009-12-27,25.93, 20.84, 0.68, 1.42, 1.1, 4.68, repro,
2009-12-28,26.80, 21.65, -2.34, 1.46, 1.13, 4.82, repro,
2009-12-29,26.07, 21.59, 2.87, 1.46, 1.13, 4.85, repro,
2009-12-30,27.02, 21.29, 1.72, 1.62, 1.24, 5.32, repro,
2009-12-31,26.20, 20.77, -0.78, 1.77, 1.36, 5.84, repro,
2010-01-01,26.05, 21.01, -1.35, 2.27, 1.71, 7.42, repro,
2010-01-02,26.16, 22.28, -1.37, 1.51, 1.19, 4.97, repro,
2010-01-03,26.32, 21.59, 1.43, 1.49, 1.17, 4.95, repro,
2010-01-04,26.01, 22.07, -1.87, 1.58, 1.24, 5.22, repro,
2010-01-05,25.88, 22.61, 1.53, 1.72, 1.34, 5.71, repro,
2010-01-06,25.90, 22.25, -0.48, 1.77, 1.37, 5.81, repro,
2010-01-07,26.76, 22.20, -4.09, 1.69, 1.32, 5.62, repro,
2010-01-08,26.25, 20.83, -2.68, 1.88, 1.45, 6.2, repro,
2010-01-09,26.41, 22.10, 1.52, 1.63, 1.27, 5.42, repro,
2010-01-10,27.23, 21.38, -8.81, 1.53, 1.21, 5.09, repro,
2010-01-11,27.42, 21.84, -4.55, 1.77, 1.39, 5.84, repro,
2010-01-12,27.71, 21.14, 0.58, 1.68, 1.32, 5.51, repro,
2010-01-13,27.03, 20.93, -0.26, 1.72, 1.38, 5.63, repro,
2010-01-14,27.57, 22.19, -6.67, 1.74, 1.42, 5.84, repro,
2010-01-15,25.86, 21.50, -2.34, 1.82, 1.44, 5.9, repro,
2010-01-16,28.29, 20.53, -2.62, 1.59, 1.27, 5.23, repro,
2010-01-17,26.18, 21.19, 6.97, 1.82, 1.45, 6.02, repro,
2010-01-18,26.96, 20.77, 7.69, 1.74, 1.38, 5.69, repro,
2010-01-19,26.61, 20.01, 4.37, 1.79, 1.4, 5.78, repro,
2010-01-20,27.17, 20.76, 9.80, 1.8, 1.42, 5.85, repro,
2010-01-21,25.96, 19.97, 8.67, 1.43, 1.15, 4.68, repro,
2010-01-22,27.06, 19.06, 6.55, 1.51, 1.21, 4.96, repro,
2010-01-23,27.42, 21.40, 1.51, 1.35, 1.08, 4.41, repro,
2010-01-24,26.57, 20.99, 2.87, 1.69, 1.34, 5.51, repro,
2010-01-25,26.63, 22.03, -4.24, 1.74, 1.37, 5.68, repro,
2010-01-26,26.52, 21.83, -4.50, 1.54, 1.23, 4.99, repro,
2010-01-27,27.46, 21.83, -8.86, 1.35, 1.08, 4.4, repro,
2010-01-28,27.10, 21.93, -5.09, 1.57, 1.26, 5.22, repro,
2010-01-29,26.57, 22.31, -5.49, 1.91, 1.5, 6.17, repro,
2010-01-30,26.80, 21.84, -2.43, 1.25, 1, 4.11, repro,
2010-01-31,27.38, 22.11, -1.88, 1.46, 1.16, 4.77, repro,
2010-02-01,28.25, 21.90, 0.80, 1.49, 1.19, 4.81, repro,
2010-02-02,27.08, 21.82, 1.25, 1.59, 1.23, 5.13, repro,
2010-02-03,26.36, 22.13, 4.65, 1.57, 1.26, 5.14, repro,
2010-02-04,28.13, 20.73, -0.85, 1.6, 1.29, 5.25, repro,
2010-02-05,26.62, 21.34, 1.70, 1.52, 1.22, 4.95, repro,
2010-02-06,26.99, 22.08, -3.04, 1.35, 1.08, 4.44, repro,
2010-02-07,26.91, 22.83, 0.04, 1.54, 1.23, 4.98, repro,
2010-02-08,26.77, 22.06, -4.94, 1.33, 1.05, 4.34, repro,
2010-02-09,25.88, 22.17, -0.73, 1.4, 1.1, 4.52, repro,
2010-02-10,27.14, 21.36, -1.14, 1.52, 1.21, 4.96, repro,
2010-02-11,26.31, 22.06, 0.79, 1.52, 1.2, 4.99, repro,
2010-02-12,27.04, 21.10, 3.95, 2.02, 1.55, 6.53, repro,
2010-02-13,26.54, 22.21, -1.54, 1.7, 1.3, 5.43, repro,
2010-02-14,26.27, 22.98, -0.51, 1.69, 1.33, 5.57, repro,
2010-02-15,26.92, 22.25, -1.99, 1.39, 1.1, 4.61, repro,
2010-02-16,27.00, 22.70, -5.54, 1.74, 1.34, 5.6, repro,
2010-02-17,28.13, 22.70, -8.10, 1.39, 1.06, 4.49, repro,
2010-02-18,27.45, 23.18, -8.20, 1.4, 1.07, 4.53, repro,
2010-02-19,27.14, 22.55, -1.54, 1.34, 1.02, 4.34, repro,
2010-02-20,27.50, 23.40, -3.82, 1.3, 1.01, 4.26, repro,
2010-02-21,26.92, 21.88, -6.24, 1.34, 1.04, 4.39, repro,
2010-02-22,26.90, 22.50, -3.06, 1.35, 1.05, 4.41, repro,
2010-02-23,27.21, 21.69, -2.83, 1.67, 1.28, 5.41, repro,
2010-02-24,26.68, 22.23, 4.11, 1.56, 1.19, 5.02, repro,
2010-02-25,26.55, 22.58, -0.80, 1.44, 1.1, 4.66, repro,
2010-02-26,27.62, 20.62, -0.21, 1.42, 1.09, 4.65, repro,
2010-02-27,26.85, 21.61, 1.43, 1.48, 1.14, 4.83, repro,
2010-02-28,27.31, 21.61, 0.49, 1.46, 1.12, 4.76, repro,
2010-03-01,26.35, 21.97, 1.70, 1.49, 1.14, 4.85, repro,
2010-03-02,27.01, 21.54, 2.07, 1.62, 1.23, 5.28, repro,
2010-03-03,27.05, 22.22, 3.06, 1.6, 1.21, 5.17, repro,
2010-03-04,27.78, 21.99, 1.74, 1.38, 1.05, 4.49, repro,
2010-03-05,26.83, 21.38, -1.48, 1.46, 1.12, 4.73, repro,
2010-03-06,28.08, 22.84, -2.35, 1.34, 1.02, 4.37, repro,
2010-03-07,27.90, 21.91, -2.21, 1.5, 1.14, 4.87, repro,
2010-03-08,27.43, 21.26, -1.62, 1.61, 1.22, 5.24, repro,
2010-03-09,27.55, 22.34, -4.17, 1.68, 1.26, 5.42, repro,
2010-03-10,27.26, 22.14, 2.80, 1.59, 1.2, 5.15, repro,
2010-03-11,27.98, 22.29, 1.06, 1.64, 1.24, 5.29, repro,
2010-03-12,27.11, 21.92, 1.69, 1.58, 1.2, 5.11, repro,
2010-03-13,28.28, 22.87, 1.57, 1.69, 1.27, 5.49, repro,
2010-03-14,27.05, 24.09, -10.50, 1.4, 1.06, 4.55, repro,
2010-03-15,26.72, 22.81, -5.18, 1.59, 1.19, 5.14, repro,
2010-03-16,27.71, 23.69, -5.08, 1.62, 1.21, 5.21, repro,
2010-03-17,26.80, 23.99, -5.70, 1.54, 1.17, 4.97, repro,
2010-03-18,27.19, 23.01, -6.47, 1.28, 0.97, 4.18, repro,
2010-03-19,27.77, 23.62, -7.34, 1.39, 1.05, 4.5, repro,
2010-03-20,27.50, 22.09, -5.22, 1.56, 1.16, 5.02, repro,
2010-03-21,26.76, 22.09, -3.12, 1.78, 1.32, 5.75, repro,
2010-03-22,27.89, 22.94, -5.59, 1.59, 1.2, 5.12, repro,
2010-03-23,27.92, 23.32, -2.52, 1.36, 1.03, 4.4, repro,
2010-03-24,27.46, 23.07, 0.93, 1.44, 1.07, 4.67, repro,
2010-03-25,26.82, 22.39, -1.55, 1.66, 1.22, 5.4, repro,
2010-03-26,27.88, 22.05, 1.63, 1.89, 1.39, 6.11, repro,
2010-03-27,27.31, 22.63, -3.38, 1.54, 1.15, 5.01, repro,
2010-03-28,28.11, 23.20, -4.60, 1.93, 1.41, 6.23, repro,
2010-03-29,27.64, 22.41, 5.39, 1.94, 1.44, 6.22, repro,
2010-03-30,28.49, 20.72, 8.38, 1.88, 1.39, 6.03, repro,
2010-03-31,28.01, 22.11, -2.72, 1.74, 1.3, 5.62, repro,
2010-04-01,28.20, 23.02, -4.23, 1.72, 1.27, 5.52, repro,
2010-04-02,28.50, 21.43, 6.26, 2.05, 1.52, 6.56, repro,
2010-04-03,27.79, 22.83, 5.18, 1.83, 1.36, 5.89, repro,
2010-04-04,27.93, 23.03, -2.52, 1.5, 1.12, 4.85, repro,
2010-04-05,28.52, 22.56, -3.89, 1.84, 1.36, 5.91, repro,
2010-04-06,27.52, 22.05, 0.13, 2.01, 1.49, 6.42, repro,
2010-04-07,28.27, 24.31, -4.11, 1.6, 1.23, 5.23, repro,
2010-04-08,28.13, 23.53, -2.58, 1.86, 1.39, 6, repro,
2010-04-09,28.41, 23.81, -2.83, 1.69, 1.23, 5.31, repro,
2010-04-10,28.85, 23.84, -2.32, 1.5, 1.12, 4.84, repro,
2010-04-11,28.56, 23.71, -4.36, 1.44, 1.08, 4.67, repro,
2010-04-12,28.85, 23.45, -0.64, 1.45, 1.09, 4.7, repro,
2010-04-13,29.11, 23.64, -2.67, 1.55, 1.17, 5.03, repro,
2010-04-14,28.78, 23.49, -4.33, 1.41, 1.07, 4.57, repro,
2010-04-15,28.98, 23.58, -3.93, 1.46, 1.11, 4.75, repro,
2010-04-16,28.99, 23.20, -5.83, 1.56, 1.19, 5.08, repro,
2010-04-17,28.55, 23.10, 0.28, 1.43, 1.09, 4.64, repro,
2010-04-18,29.25, 23.86, -3.31, 1.55, 1.19, 5.04, repro,
2010-04-19,28.83, 22.93, 2.94, 1.85, 1.41, 6.01, repro,
2010-04-20,29.11, 22.63, -1.72, 1.38, 1.06, 4.49, repro,
2010-04-21,28.95, 23.10, 6.52, 1.6, 1.2, 5.1, repro,
2010-04-22,29.20, 23.29, 3.77, 1.57, 1.21, 5.07, repro,
2010-04-23,28.81, 23.73, 0.96, 1.59, 1.2, 5.07, repro,
2010-04-24,28.72, 24.87, 7.92, 1.67, 1.27, 5.39, repro,
2010-04-25,29.59, 24.80, -1.27, 1.32, 1.01, 4.28, repro,
2010-04-26,28.55, 24.08, 7.48, 1.71, 1.28, 5.55, repro,
2010-04-27,28.83, 23.45, 5.41, 1.69, 1.26, 5.37, repro,
2010-04-28,28.33, 24.38, 5.82, 1.67, 1.28, 5.41, repro,
2010-04-29,29.54, 24.62, 4.81, 1.66, 1.27, 5.37, repro,
2010-04-30,29.48, 24.66, -0.32, 1.48, 1.14, 4.8, repro,
2010-05-01,29.70, 24.08, 2.53, 1.43, 1.08, 4.63, repro,
2010-05-02,29.33, 23.93, 0.93, 1.36, 1.05, 4.46, repro,
2010-05-03,28.38, 24.14, 2.32, 1.66, 1.29, 5.44, repro,
2010-05-04,28.89, 24.88, 1.11, 1.66, 1.25, 5.37, repro,
2010-05-05,29.11, 25.11, -1.61, 1.54, 1.17, 4.95, repro,
2010-05-06,29.17, 25.11, -7.51, 1.35, 1.03, 4.39, repro,
2010-05-07,28.94, 25.69, -5.02, 1.36, 1.03, 4.42, repro,
2010-05-08,29.10, 24.07, -0.22, 1.33, 1.01, 4.36, repro,
2010-05-09,29.55, 24.98, 1.32, 1.47, 1.11, 4.74, repro,
2010-05-10,29.95, 23.94, -3.57, 1.34, 1.03, 4.35, repro,
2010-05-11,29.45, 24.86, 0.00, 1.37, 1.06, 4.46, repro,
2010-05-12,28.80, 24.64, -0.42, 1.37, 1.09, 4.54, repro,
2010-05-13,29.38, 24.10, 0.45, 1.38, 1.07, 4.51, repro,
2010-05-14,29.64, 25.05, -0.91, 1.39, 1.09, 4.54, repro,
2010-05-15,28.95, 24.62, -3.20, 1.4, 1.09, 4.55, repro,
2010-05-16,29.40, 25.17, -0.92, 1.73, 1.34, 5.59, repro,
2010-05-17,30.51, 24.51, -4.03, 1.61, 1.25, 5.24, repro,
2010-05-18,29.38, 24.74, 5.51, 1.38, 1.09, 4.52, repro,
2010-05-19,29.71, 24.64, 6.64, 1.69, 1.3, 5.48, repro,
2010-05-20,29.26, 24.83, 3.36, 1.94, 1.46, 6.29, repro,
2010-05-21,29.74, 24.41, -0.28, 1.56, 1.22, 5.07, repro,
2010-05-22,30.27, 24.23, 5.72, 1.39, 1.1, 4.55, repro,
2010-05-23,30.75, 24.36, 4.53, 1.66, 1.28, 5.4, repro,
2010-05-24,29.79, 25.25, 2.99, 1.55, 1.23, 5.08, repro,
2010-05-25,30.72, 25.23, -2.23, 1.56, 1.23, 5.08, repro,
2010-05-26,30.40, 24.49, -0.27, 1.49, 1.19, 4.85, repro,
2010-05-27,30.20, 25.08, 1.42, 1.4, 1.14, 4.62, repro,
2010-05-28,29.56, 25.86, -2.28, 1.53, 1.23, 4.98, repro,
2010-05-29,30.68, 26.22, -4.58, 1.54, 1.24, 5.04, repro,
2010-05-30,30.58, 25.05, -5.17, 1.63, 1.3, 5.39, repro,
2010-05-31,30.20, 24.37, -1.47, 1.4, 1.14, 4.61, repro,
2010-06-01,30.67, 24.54, 3.77, 1.5, 1.2, 4.94, repro,
2010-06-02,30.79, 25.78, 3.07, 1.79, 1.4, 5.82, repro,
2010-06-03,30.61, 24.64, -1.99, 1.59, 1.27, 5.23, repro,
2010-06-04,30.75, 24.68, -2.54, 1.66, 1.31, 5.42, repro,
2010-06-05,30.93, 25.76, -6.15, 1.4, 1.13, 4.59, repro,
2010-06-06,32.62, 25.43, -3.31, 2.28, 1.72, 7.41, repro,
2010-06-07,31.30, 25.12, -6.17, 1.43, 1.14, 4.66, repro,
2010-06-08,31.67, 25.47, -2.06, 1.58, 1.26, 5.15, repro,
2010-06-09,31.79, 25.82, 0.23, 1.9, 1.49, 6.18, repro,
2010-06-10,31.44, 25.82, 0.99, 1.39, 1.1, 4.54, repro,
2010-06-11,29.66, 26.12, -3.42, 1.55, 1.23, 5.01, repro,
2010-06-12,30.48, 25.32, -0.70, 1.33, 1.06, 4.35, repro,
2010-06-13,30.63, 27.42, -1.64, 1.79, 1.39, 5.8, repro,
2010-06-14,29.69, 26.08, 0.31, 1.41, 1.11, 4.58, repro,
