PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, P367
Station name, NewprtAir_OR2007
Begin Date, 2007-02-14
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, P367.pbo.nam08.pos
Offset from source file, 36.11 mm North, 29.35 mm East, -0.38 mm Vertical
Reference position, 44.5852467502 North Latitude, -124.0615707752 East Longitude, 22.93193 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2009-04-11,20.31, 16.58, -8.28, 1.51, 1.13, 4.84, repro,
2009-04-12,20.37, 17.24, -9.92, 1.42, 1.06, 4.59, repro,
2009-04-13,19.66, 17.07, -14.92, 1.84, 1.36, 5.93, repro,
2009-04-14,20.86, 17.25, -10.02, 1.67, 1.24, 5.42, repro,
2009-04-15,20.53, 17.36, -2.37, 1.43, 1.07, 4.66, repro,
2009-04-16,19.98, 17.39, -9.93, 1.34, 1, 4.38, repro,
2009-04-17,20.69, 17.77, -7.86, 1.59, 1.18, 5.19, repro,
2009-04-18,20.28, 18.49, -10.53, 1.3, 0.97, 4.23, repro,
2009-04-19,19.98, 17.69, -11.89, 1.42, 1.06, 4.6, repro,
2009-04-20,21.01, 17.48, -10.76, 1.4, 1.05, 4.51, repro,
2009-04-21,20.76, 17.31, -9.72, 1.42, 1.08, 4.61, repro,
2009-04-22,20.48, 17.45, -0.80, 1.44, 1.1, 4.68, repro,
2009-04-23,21.48, 17.26, -6.19, 1.6, 1.22, 5.19, repro,
2009-04-24,20.73, 17.29, -11.96, 1.33, 1.02, 4.32, repro,
2009-04-25,21.24, 17.60, -9.87, 1.39, 1.05, 4.48, repro,
2009-04-26,21.92, 17.27, -14.23, 1.42, 1.08, 4.62, repro,
2009-04-27,21.24, 17.33, -8.14, 1.36, 1.04, 4.43, repro,
2009-04-28,21.37, 17.57, -7.57, 1.37, 1.05, 4.39, repro,
2009-04-29,21.53, 17.18, -6.02, 1.59, 1.23, 5.16, repro,
2009-04-30,20.45, 18.28, -8.19, 1.39, 1.08, 4.52, repro,
2009-05-01,20.96, 16.91, -2.15, 1.5, 1.17, 4.88, repro,
2009-05-02,21.03, 17.60, 0.88, 1.73, 1.31, 5.52, repro,
2009-05-03,20.98, 18.25, -5.29, 1.5, 1.16, 4.83, repro,
2009-05-04,20.65, 18.14, -4.15, 1.45, 1.12, 4.64, repro,
2009-05-05,20.00, 17.41, 2.02, 1.81, 1.38, 5.79, repro,
2009-05-06,21.91, 17.49, -8.01, 1.49, 1.14, 4.79, repro,
2009-05-07,22.53, 17.67, -7.43, 1.55, 1.18, 4.92, repro,
2009-05-08,21.45, 18.47, -10.73, 1.32, 1.01, 4.21, repro,
